600016;5.53;6.6;民生银行
600028;4.3;6.1;中国石化
600606;5.5;7.42;绿地控股
600623;5.2;8;华谊集团
000001;9.5;13;平安银行
601328;5.1;6.3;交通银行
600048;12.3;18;保利地产
601186;8.2;11.47;中国铁建
000002;24.2;30;万科A
600104;17.88;33;上汽集团
600089;6.4;8.26;特变电工
600376;6.12;8;首开股份
000898;2.5;4;鞍钢股份
600029;5.02;8.1;南方航空
600019;4.6;7.8;宝钢股份
600068;5.5;7.7;葛洲坝
600011;4.1;6.5;华能国际
600027;3.08;4.6;华电国际
